_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,notpossible,relations,events1,events2,index,notpossible_gold,pair1,pair10,pair11,pair12,pair13,pair14,pair15,pair16,pair17,pair18,pair19,pair2,pair20,pair21,pair22,pair23,pair24,pair25,pair26,pair27,pair28,pair29,pair3,pair30,pair4,pair5,pair6,pair7,pair8,pair9,relations_gold,sentence1,sentence1_id,sentence2,sentence2_id,relations_noDirection
1220654718,5/7/2017 20:36:25,2540475850,5/7/2017 20:35:12,False,clixsense,0.9703,40925305,CAN,QC,Montréal,67.70.27.242,The or between the two terms is proof that there is no causal link.,no_relation,collapsed_68_77###damaged_86_93,collapsed_68_77###damaged_86_93,1,,"collapsed_68_77, damaged_86_93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,no_relation
1220654718,5/7/2017 21:22:36,2540529573,5/7/2017 21:22:20,False,getpaid,0.9424,39339973,CAN,SK,Regina,24.89.119.182,,"collapsed_68_77--damaged_86_93
collapsed_68_77-r-damaged_86_93",collapsed_68_77###damaged_86_93,collapsed_68_77###damaged_86_93,1,,"collapsed_68_77, damaged_86_93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,collapsed_68_77--damaged_86_93
1220654718,5/7/2017 21:36:12,2540543206,5/7/2017 21:35:39,False,tremorgames,0.9731,36826029,CAN,ON,Ottawa,70.24.41.177,Don't see any relationship,no_relation,collapsed_68_77###damaged_86_93,collapsed_68_77###damaged_86_93,1,,"collapsed_68_77, damaged_86_93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,no_relation
1220654718,5/7/2017 21:38:07,2540545458,5/7/2017 21:37:35,False,clixsense,0.972,36313199,CAN,ON,Mississauga,173.206.131.248,No option matches,no_relation,collapsed_68_77###damaged_86_93,collapsed_68_77###damaged_86_93,1,,"collapsed_68_77, damaged_86_93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,no_relation
1220654718,5/7/2017 23:46:29,2540698445,5/7/2017 23:46:06,False,elite,0.9799,22389656,USA,CA,Tulare,99.95.254.23,,collapsed_68_77-r-damaged_86_93,collapsed_68_77###damaged_86_93,collapsed_68_77###damaged_86_93,1,,"collapsed_68_77, damaged_86_93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,Eyewitnesses and local residents say many homes and properties have collapsed or been damaged .,37_2ecbplus.xml_6,collapsed_68_77--damaged_86_93
1220654719,5/7/2017 16:54:37,2540182489,5/7/2017 16:53:17,False,prodege,0.9808,38202325,USA,ME,Caribou,98.13.82.121,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 16:58:02,2540187146,5/7/2017 16:57:41,False,neodev,0.9899,39073124,USA,WA,Spokane,73.239.215.122,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 16:58:41,2540188039,5/7/2017 16:58:04,False,neodev,0.983,18881135,CAN,ON,Whitby,174.119.194.25,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 18:14:20,2540288460,5/7/2017 18:13:58,False,prodege,0.971,35229868,USA,CA,Manteca,67.181.20.65,Neither caused the other,no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 18:31:44,2540310353,5/7/2017 18:31:28,False,clixsense,0.9674,24835873,GBR,I2,Manchester,79.76.117.118,not related,no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 19:02:53,2540352940,5/7/2017 19:02:26,False,instagc,0.9756,14723284,USA,NY,New York,108.14.114.180,No  relation is provided between the highlighted words,no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 19:06:26,2540357017,5/7/2017 19:06:16,False,instagc,0.9714,41290202,USA,RI,Kingston,131.128.73.4,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 19:10:46,2540362401,5/7/2017 19:09:38,False,neodev,0.9711,11460728,CAN,BC,Burnaby,70.79.16.165,"The quake 'strikes' but it didn't 'cause' the strikes, nor did the strikes cause the quake",no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 20:36:36,2540476060,5/7/2017 20:36:26,False,clixsense,0.9703,40925305,CAN,QC,Montréal,67.70.27.242,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 20:39:51,2540479630,5/7/2017 20:30:29,False,clixsense,0.9737,21875134,GBR,N4,Stoke-on-trent,51.9.18.92,"strikes is not really something that happens, it's just saying the earthquake happened, not something it caused.",no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 21:22:53,2540529767,5/7/2017 21:22:37,False,getpaid,0.9424,39339973,CAN,SK,Regina,24.89.119.182,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 21:36:46,2540543804,5/7/2017 21:36:13,False,tremorgames,0.9731,36826029,CAN,ON,Ottawa,70.24.41.177,Don't see any relationship,no_relation,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,no_relation
1220654719,5/7/2017 21:38:30,2540545815,5/7/2017 21:38:08,False,clixsense,0.972,36313199,CAN,ON,Mississauga,173.206.131.248,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/7/2017 23:46:43,2540698599,5/7/2017 23:46:31,False,elite,0.9799,22389656,USA,CA,Tulare,99.95.254.23,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654719,5/8/2017 01:05:36,2540770211,5/8/2017 01:05:24,False,eup_slw,0.981,32718504,AUS,4,Tennyson,1.132.96.113,,strikes_24_31-r-6 . 1 - magnitude quake_0_23,strikes_24_31###6 . 1 - magnitude quake_0_23,strikes_24_31###6__.__1__-__magnitude__quake_0_23,2,,"strikes_24_31, 6 . 1 - magnitude quake_0_23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,6 . 1 - magnitude quake strikes Indonesia's Aceh province,37_2ecbplus.xml_1,strikes_24_31--6 . 1 - magnitude quake_0_23
1220654720,5/7/2017 16:55:36,2540183785,5/7/2017 16:54:38,False,prodege,0.9808,38202325,USA,ME,Caribou,98.13.82.121,,"6 . 1 - magnitude earthquake_11_39--strikes_40_47
6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--injuring_125_133
strikes_40_47--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--strikes_40_47
strikes_40_47--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--killing_91_98"
1220654720,5/7/2017 16:58:49,2540188193,5/7/2017 16:58:03,False,neodev,0.9899,39073124,USA,WA,Spokane,73.239.215.122,,"6 . 1 - magnitude earthquake_11_39--strikes_40_47
6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--injuring_125_133
strikes_40_47--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--strikes_40_47
strikes_40_47--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--killing_91_98"
1220654720,5/7/2017 16:59:34,2540189228,5/7/2017 16:58:42,False,neodev,0.983,18881135,CAN,ON,Whitby,174.119.194.25,,"6 . 1 - magnitude earthquake_11_39--strikes_40_47
6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
6 . 1 - magnitude earthquake_11_39--strikes_40_47"
1220654720,5/7/2017 18:14:54,2540289250,5/7/2017 18:14:21,False,prodege,0.971,35229868,USA,CA,Manteca,67.181.20.65,,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--injuring_125_133
strikes_40_47--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
strikes_40_47--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
strikes_40_47--killing_91_98"
1220654720,5/7/2017 18:32:32,2540311264,5/7/2017 18:31:45,False,clixsense,0.9674,24835873,GBR,I2,Manchester,79.76.117.118,,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98"
1220654720,5/7/2017 19:03:12,2540353206,5/7/2017 19:02:53,False,instagc,0.9756,14723284,USA,NY,New York,108.14.114.180,,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98"
1220654720,5/7/2017 19:07:03,2540357609,5/7/2017 19:06:27,False,instagc,0.9714,41290202,USA,RI,Kingston,131.128.73.4,,"6 . 1 - magnitude earthquake_11_39-r-strikes_40_47
6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
injuring_125_133--killing_91_98",6 . 1 - magnitude earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,6__.__1__-__magnitude__earthquake_11_39###strikes_40_47###injuring_125_133###killing_91_98,3,,"6 . 1 - magnitude earthquake_11_39, strikes_40_47",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, injuring_125_133",,,,,,,,,,,"6 . 1 - magnitude earthquake_11_39, killing_91_98",,"strikes_40_47, injuring_125_133","strikes_40_47, killing_91_98","injuring_125_133, killing_91_98",,,,,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"A powerful 6 . 1 - magnitude earthquake strikes the northern Indonesian province of Aceh , killing at least three people and injuring dozens more across the affected region .",37_2ecbplus.xml_3,"6 . 1 - magnitude earthquake_11_39--injuring_125_133
6 . 1 - magnitude earthquake_11_39--killing_91_98
6 . 1 - magnitude earthquake_11_39--strikes_40_47
injuring_125_133--killing_91_98"
